bus_id,bus_register_no,bus_model_id,perkhidmatan,tarikh_daftar,bus_lastupdate,lease_from,disabled_friendly,ev_bus,ssu_remark,cbts_vech_lcns_id,bus_size_id,tankc_code,engine_capacity_id,type_of_status_id,bus_age,end_of_service_date,vehicle_type
18,WSP1234,0,RAPID,0000-00-00,45736.59869,,,,,,0,0,0,,,,bus
27,W1826T,0,RAPID,0000-00-00,45736.59869,,,,,,0,0,0,,,,bus
28,W8090U,0,RAPID,0000-00-00,45736.59869,,,,,,0,0,0,,,,bus
29,WA1234A,0,RAPID,0000-00-00,45736.59869,,,,,,0,0,0,,,,bus
30,WA4321B,0,RAPID,0000-00-00,45736.59869,,,,,,0,0,0,,,,bus
32,POC0003,0,RAPID,0000-00-00,45736.59869,,,,,,0,0,0,,,,bus
33,WES7033,0,RAPID,35225,45736.59869,,,,,,0,0,0,,,,bus
34,WEV6895,0,RAPID,35283,45736.59869,,,,,,0,0,0,,,,bus
35,WEX4773,0,RAPID,35317,45736.59869,,,,,,0,0,0,,,,bus
36,WFD6605,0,RAPID,35394,45736.59869,,,,,,0,0,0,,,,bus
37,WFH4070,0,RAPID,35447,45736.59869,,,,,,0,0,0,,,,bus
38,WFH8864,0,RAPID,35454,45736.59869,,,,,,0,0,0,,,,bus
39,WFK6727,0,RAPID,35487,45736.59869,,,,,,0,0,0,,,,bus
40,WFP7104,0,RAPID,35546,45736.59869,,,,,,0,0,0,,,,bus
41,WFW4624,0,RAPID,35647,45736.59869,,,,,,0,0,0,,,,bus
42,WFX7330,16,RAPID,35664,45736.59869,,,,,,0,0,0,,,,bus
43,WFY7107,0,RAPID,35678,45736.59869,,,,,,0,0,0,,,,bus
44,WGC1644,0,RAPID,35712,45736.59869,,,,,,0,0,0,,,,bus
45,WGG3029,0,RAPID,35787,45736.59869,,,,,,0,0,0,,,,bus
46,WGH9022,0,RAPID,35852,45736.59869,,,,,,0,0,0,,,,bus
47,WGJ586,0,RAPID,35857,45736.59869,,,,,,0,0,0,,,,bus
48,WPH7496,19,RAPID,38946,45736.59869,,,,,,0,0,0,,,,bus
49,WPH7504,19,RAPID,38946,45736.59869,,,,,,0,0,0,,,,bus
50,WPH7515,19,RAPID,38946,45736.59868,,,,,,0,0,0,,,,bus
52,WPH9054,19,RAPID,38947,45736.59868,,,,,,0,0,0,,,,bus
53,WPH9746,19,RAPID,38950,45736.59868,,,,,,0,0,0,,,,bus
55,WPH9847,19,RAPID,38950,45736.59868,,,,,,0,0,0,,,,bus
56,WPJ1769,19,RAPID,38952,45736.59868,,,,,,0,0,0,,,,bus
57,WPJ3674,19,RAPID,38953,45736.59868,,,,,,0,0,0,,,,bus
58,WPJ3679,19,RAPID,38953,45736.59868,,,,,,0,0,0,,,,bus
59,WPJ4166,19,RAPID,38954,45736.59868,,,,,,0,0,0,,,,bus
60,WPJ4214,19,RAPID,38954,45736.59868,,,,,,0,0,0,,,,bus
61,WPJ4219,19,RAPID,38954,45736.59868,,,,,,0,0,0,,,,bus
62,WPJ4225,19,RAPID,38954,45736.59868,,,,,,0,0,0,,,,bus
63,WPJ4250,19,RAPID,38954,45736.59868,,,,,,0,0,0,,,,bus
64,WPJ4857,19,RAPID,38957,45736.59868,,,,,,0,0,0,,,,bus
65,WPJ538,19,RAPID,38951,45736.59868,,,,,,0,0,0,,,,bus
66,WPJ540,19,RAPID,38951,45736.59868,,,,,,0,0,0,,,,bus
67,WPJ542,19,RAPID,38951,45736.59868,,,,,,0,0,0,,,,bus
68,WPJ9279,19,RAPID,38961,45736.59868,,,,,,0,0,0,,,,bus
69,WPJ9301,19,RAPID,38961,45736.59868,,,,,,0,0,0,,,,bus
70,WPJ9302,19,RAPID,38961,45736.59868,,,,,,0,0,0,,,,bus
71,WPJ9304,19,RAPID,38961,45736.59868,,,,,,0,0,0,,,,bus
72,WPJ9308,19,RAPID,38961,45736.59868,,,,,,0,0,0,,,,bus
73,WPJ9317,19,RAPID,38961,45736.59868,,,,,,0,0,0,,,,bus
74,WPJ9321,19,RAPID,38961,45736.59868,,,,,,0,0,0,,,,bus
75,WPJ9324,19,RAPID,38961,45736.59867,,,,,,0,0,0,,,,bus
76,WPJ9337,19,RAPID,38961,45736.59867,,,,,,0,0,0,,,,bus
77,WPJ9343,19,RAPID,38961,45736.59867,,,,,,0,0,0,,,,bus
78,WPK4200,19,RAPID,38968,45736.59867,,,,,,0,0,0,,,,bus
79,WPK4206,19,RAPID,38978,45736.59867,,,,,,0,0,0,,,,bus
80,WPK4210,19,RAPID,38968,45736.59867,,,,,,0,0,0,,,,bus
81,WPK4641,19,RAPID,38968,45736.59867,,,,,,0,0,0,,,,bus
82,WPK4656,19,RAPID,38968,45736.59867,,,,,,0,0,0,,,,bus
83,WPK4672,19,RAPID,38968,45736.59867,,,,,,0,0,0,,,,bus
84,WPK4926,19,RAPID,38971,45736.59867,,,,,,0,0,0,,,,bus
85,WPK4932,19,RAPID,38971,45736.59867,,,,,,0,0,0,,,,bus
86,WPK4933,19,RAPID,38971,45736.59867,,,,,,0,0,0,,,,bus
87,WPK4936,19,RAPID,38971,45736.59867,,,,,,0,0,0,,,,bus
88,WPK4939,19,RAPID,38971,45736.59867,,,,,,0,0,0,,,,bus
89,WPK4943,19,RAPID,38971,45736.59867,,,,,,0,0,0,,,,bus
90,WPK503,19,RAPID,38964,45736.59867,,,,,,0,0,0,,,,bus
91,WPK507,19,RAPID,38964,45736.59867,,,,,,0,0,0,,,,bus
92,WPK510,19,RAPID,38964,45736.59867,,,,,,0,0,0,,,,bus
93,WPK6234,19,RAPID,38972,45736.59867,,,,,,0,0,0,,,,bus
94,WPK6243,19,RAPID,38972,45736.59866,,,,,,0,0,0,,,,bus
95,WPK6247,19,RAPID,38972,45736.59866,,,,,,0,0,0,,,,bus
96,WPK6359,19,RAPID,38972,45736.59866,,,,,,0,0,0,,,,bus
97,WPK6392,19,RAPID,38972,45736.59866,,,,,,0,0,0,,,,bus
98,WPX1097,5,RAPID,39148,45736.59866,,,,,,0,0,0,,,,bus
99,WPX1120,5,RAPID,39148,45736.59866,,,,,,0,0,0,,,,bus
100,WPX1131,5,RAPID,39148,45736.59866,,,,,,0,0,0,,,,bus
101,WPX1142,5,RAPID,39148,45736.59866,,,,,,0,0,0,,,,bus
102,WPX4229,5,RAPID,39154,45736.59866,,,,,,0,0,0,,,,bus
103,WPX4237,5,RAPID,39154,45736.59866,,,,,,0,0,0,,,,bus
104,WPX4241,5,RAPID,39154,45736.59866,,,,,,0,0,0,,,,bus
105,WPX4243,5,RAPID,39154,45736.59866,,,,,,0,0,0,,,,bus
106,WPX4244,5,RAPID,39154,45736.59866,,,,,,0,0,0,,,,bus
107,WPY7715,5,RAPID,39171,45736.59866,,,,,,0,0,0,,,,bus
108,WPY7751,5,RAPID,39171,45736.59866,,,,,,3,9,4,4,,45155,bus
109,WPY7758,5,RAPID,39171,45736.59866,,,,,,0,0,0,,,,bus
110,WQA1063,5,RAPID,39177,45736.59866,,,,,,0,0,0,,,,bus
111,WQA120,5,RAPID,39176,45736.59866,,,,OPEN DATE,,0,0,0,,,,bus
112,WQA1334,5,RAPID,39177,45736.59866,,,,,,0,0,0,,,,bus
113,WQA1351,5,RAPID,39177,45736.59866,,,,,,0,0,0,,,,bus
114,WQA142,5,RAPID,39176,45736.59866,,,,,,0,0,0,,,,bus
115,WQA1935,5,RAPID,39178,45736.59866,,,,,,0,0,0,,,,bus
116,WQA1942,5,RAPID,39178,45736.59866,,,,,,0,0,0,,,,bus
117,WQA1949,5,RAPID,39178,45736.59865,,,,,,0,0,0,,,,bus
118,WQA3137,5,RAPID,39181,45736.59865,,,,,,0,0,0,,,,bus
119,WQA3142,5,RAPID,39181,45736.59865,,,,,,0,0,0,,,,bus
120,WQA3216,5,RAPID,39181,45736.59865,,,,,,0,0,0,,,,bus
121,WQA3648,5,RAPID,39182,45736.59865,,,,OPEN DATE,,0,0,0,,,,bus
122,WQA5704,5,RAPID2,39185,45736.59865,,,,Open Date,,3,9,4,4,,45436,bus
123,WQA5709,5,RAPID2,39185,45736.59865,,,,Open Date,,3,9,4,4,,45436,bus
124,WQA667,5,RAPID,39176,45736.59865,,,,,,0,0,0,,,,bus
125,WQA681,5,RAPID,39176,45736.59865,,,,,,0,0,0,,,,bus
126,WQA695,5,RAPID,39176,45736.59865,,,,OPEN DATE,,0,0,0,,,,bus
127,WQA7091,5,RAPID,39188,45736.59865,,,,,,0,0,0,,,,bus
128,WQA7095,5,RAPID2,39188,45736.59865,,,,,,3,9,4,4,,45411,bus
129,WQA7101,5,RAPID,39188,45736.59865,,,,,,0,0,0,,,,bus
130,WQA7103,5,RAPID,39188,45736.59865,,,,OPEN DATE,,0,0,0,,,,bus
131,WQA7112,5,RAPID,39188,45736.59865,,,,,,0,0,0,,,,bus
132,WQB1482,5,RAPID,39192,45736.59865,,,,,,0,0,0,,,,bus
133,WQB1858,5,RAPID,39192,45736.59865,,,,,,0,0,0,,,,bus
134,WQB1861,5,RAPID,39192,45736.59865,,,,,,0,0,0,,,,bus
136,WQB2090,5,RAPID,39195,45736.59865,,,,,,0,0,0,,,,bus
137,WQB2096,5,RAPID,39195,45736.59865,,,,,,0,0,0,,,,bus
138,WQB2103,5,RAPID,39195,45736.59865,,,,,,0,0,0,,,,bus
139,WQB278,5,RAPID,39191,45736.59865,,,,,,0,0,0,,,,bus
140,WQB290,5,RAPID,39191,45736.59865,,,,,,0,0,0,,,,bus
141,WQB3092,5,RAPID,39196,45736.59865,,,,,,0,0,0,,,,bus
142,WQB3094,5,RAPID,39196,45736.59865,,,,,,0,0,0,,,,bus
143,WQB3097,5,RAPID,39196,45736.59865,,,,,,0,0,0,,,,bus
144,WQB3120,5,RAPID,39196,45736.59865,,,,,,0,0,0,,,,bus
145,WQB3124,5,RAPID,39196,45736.59863,,,,,,0,0,0,,,,bus
146,WQB314,5,RAPID,39191,45736.59863,,,,,,0,0,0,,,,bus
147,WQB3142,5,RAPID,39196,45736.59863,,,,,,0,0,0,,,,bus
148,WQB315,5,RAPID,39191,45736.59863,,,,OPEN DATE,,0,0,0,,,,bus
149,WQB3466,5,RAPID,39196,45736.59863,,,,,,0,0,0,,,,bus
150,WQB3483,5,RAPID2,39196,45736.59863,,,,Open Date,,3,9,4,4,,45436,bus
151,WQB7795,5,RAPID,39205,45736.59863,,,,OPEN DATE,,0,0,0,,,,bus
152,WQC1840,5,RAPID,39211,45736.59863,,,,,,0,0,0,,,,bus
153,WQC1844,5,RAPID,39211,45736.59863,,,,,,0,0,0,,,,bus
154,WQC1845,5,RAPID,39211,45736.59863,,,,,,0,0,0,,,,bus
155,WQC2646,5,RAPID,39212,45736.59863,,,,OPEN DATE,,0,0,0,,,,bus
156,WQC2655,5,RAPID,39212,45736.59863,,,,,,0,0,0,,,,bus
157,WQC694,5,RAPID,39210,45736.59863,,,,,,0,0,0,,,,bus
158,WQC695,5,RAPID,39210,45736.59863,,,,,,0,0,0,,,,bus
159,WQC697,5,RAPID,39210,45736.59863,,,,,,0,0,0,,,,bus
160,WQC698,5,RAPID,39210,45736.59863,,,,,,0,0,0,,,,bus
161,WQC702,5,RAPID,39210,45736.59863,,,,,,0,0,0,,,,bus
162,WQE2117,5,RAPID,39240,45736.59863,,,,,,0,0,0,,,,bus
163,WQE2135,5,RAPID,39240,45736.59863,,,,,,0,0,0,,,,bus
164,WQE2143,5,RAPID,39240,45736.59863,,,,,,3,9,4,,,,bus
165,WQE2145,5,RAPID,39240,45736.59863,,,,,,0,0,0,,,,bus
166,WQE2148,5,RAPID,39606,45736.59863,,,,,,0,0,0,,,,bus
168,WQE2150,5,RAPID,39240,45736.59863,,,,,,0,0,0,,,,bus
169,WQE2155,5,RAPID,39240,45736.59863,,,,,,0,0,0,,,,bus
170,WQE2159,5,RAPID,39240,45736.59862,,,,OPEN DATE,,0,0,0,,,,bus
171,WQE2165,5,RAPID,39240,45736.59862,,,,,,0,0,0,,,,bus
172,WQT9844,5,RAPID,39423,45736.59862,,,,,,0,0,0,,,,bus
173,WEM2017,0,RAPID,35112,45736.59862,,,,,,0,0,0,,,,bus
174,WEM5581,0,RAPID,35130,45736.59862,,,,,,0,0,0,,,,bus
175,WEN5860,0,RAPID,35151,45736.59862,,,,,,0,0,0,,,,bus
176,WER6965,0,RAPID,35207,45736.59862,,,,,,0,0,0,,,,bus
177,WET6843,0,RAPID,35247,45736.59862,,,,,,0,0,0,,,,bus
178,WEU316,0,RAPID,35252,45736.59862,,,,,,0,0,0,,,,bus
179,WEX4780,0,RAPID,35317,45736.59862,,,,,,0,0,0,,,,bus
180,WEX9604,0,RAPID,35321,45736.59862,,,,,,0,0,0,,,,bus
181,WFA256,0,RAPID,35335,45736.59862,,,,,,0,0,0,,,,bus
182,WFD4226,0,RAPID,35388,45736.59862,,,,,,0,0,0,,,,bus
183,WFE8016,0,RAPID,35409,45736.59862,,,,,,0,0,0,,,,bus
184,WFF1678,0,RAPID,35415,45736.59862,,,,,,0,0,0,,,,bus
185,WFF1681,0,RAPID,35415,45736.59862,,,,,,0,0,0,,,,bus
186,WFG1507,0,RAPID,35433,45736.59862,,,,,,0,0,0,,,,bus
187,WFG1509,0,RAPID,35433,45736.59862,,,,,,0,0,0,,,,bus
188,WFH4072,0,RAPID,35447,45736.59862,,,,,,0,0,0,,,,bus
189,WFH9640,0,RAPID,35455,45736.59862,,,,,,0,0,0,,,,bus
190,WFK6726,0,RAPID,35487,45736.59862,,,,,,0,0,0,,,,bus
191,WFM1080,0,RAPID,35508,45736.59861,,,,,,0,0,0,,,,bus
192,WFM9550,0,RAPID,35517,45736.59861,,,,,,0,0,0,,,,bus
193,WFR3359,0,RAPID,35573,45736.59861,,,,,,0,0,0,,,,bus
194,WFS724,0,RAPID,35583,45736.59861,,,,,,0,0,0,,,,bus
195,WFS9003,0,RAPID,35594,45736.59861,,,,,,0,0,0,,,,bus
196,WFT3478,0,RAPID,35601,45736.59861,,,,,,0,0,0,,,,bus
197,WFU2726,0,RAPID,35614,45736.59861,,,,,,0,0,0,,,,bus
198,WFU4772,0,RAPID,35618,45736.59861,,,,,,0,0,0,,,,bus
199,WFU7636,0,RAPID,35620,45736.59861,,,,,,0,0,0,,,,bus
200,WFX3046,0,RAPID,35657,45736.59861,,,,,,0,0,0,,,,bus
201,WFX6539,0,RAPID,35663,45736.59861,,,,,,0,0,0,,,,bus
202,WFY4823,0,RAPID,35678,45736.59861,,,,,,0,0,0,,,,bus
203,WFY8341,0,RAPID,35681,45736.59861,,,,,,0,0,0,,,,bus
204,WGJ4808,0,RAPID,35877,45736.59861,,,,,,0,0,0,,,,bus
205,WPL4802,20,RAPID,38985,45736.59861,,,,,,0,0,0,,,,bus
206,WPL4837,20,RAPID,38985,45736.59861,,,,,,0,0,0,,,,bus
207,WPL4841,20,RAPID,38985,45736.59861,,,,,,0,0,0,,,,bus
208,WPL4852,20,RAPID,38985,45736.59861,,,,,,0,0,0,,,,bus
209,WPL4880,20,RAPID,38985,45736.59861,,,,,,0,0,0,,,,bus
210,WPL4900,20,RAPID,38985,45736.59861,,,,,,0,0,0,,,,bus
211,WPL4977,20,RAPID,38985,45736.59861,,,,,,0,0,0,,,,bus
212,WPL4981,20,RAPID,38985,45736.59861,,,,,,0,0,0,,,,bus
213,WPL4984,20,RAPID,38985,45736.59861,,,,,,0,0,0,,,,bus
214,WPL4986,20,RAPID,38985,45736.5986,,,,,,0,0,0,,,,bus
215,WPL4989,20,RAPID,38985,45736.5986,,,,,,0,0,0,,,,bus
216,WPL4991,20,RAPID,38985,45736.5986,,,,,,0,0,0,,,,bus
217,WPL4992,20,RAPID,38985,45736.5986,,,,,,0,0,0,,,,bus
218,WPL5006,20,RAPID,38985,45736.5986,,,,,,0,0,0,,,,bus
219,WPL5011,20,RAPID,38985,45736.5986,,,,,,0,0,0,,,,bus
220,WPL5039,20,RAPID,38985,45736.5986,,,,,,0,0,0,,,,bus
221,WPL5045,20,RAPID,38985,45736.5986,,,,OPEN DATE,,0,0,0,,,,bus
222,WPL5053,20,RAPID,38985,45736.5986,,,,,,0,0,0,,,,bus
223,WPL5056,20,RAPID,38985,45736.5986,,,,,,0,0,0,,,,bus
224,WPL5645,20,RAPID,38989,45736.5986,,,,,,0,0,0,,,,bus
225,WPL5648,20,RAPID,38986,45736.5986,,,,,,0,0,0,,,,bus
226,WPL5652,20,RAPID,38986,45736.5986,,,,OPEN DATE,,0,0,0,,,,bus
227,WPL9327,20,RAPID,38989,45736.5986,,,,,,0,0,0,,,,bus
228,WPL9341,20,RAPID,38989,45736.5986,,,,,,0,0,0,,,,bus
229,WPL9351,20,RAPID,38989,45736.5986,,,,,,0,0,0,,,,bus
230,WPL9364,20,RAPID,38989,45736.5986,,,,,,0,0,0,,,,bus
231,WPL9375,20,RAPID,38989,45736.5986,,,,,,0,0,0,,,,bus
232,WPM156,20,RAPID,38989,45736.5986,,,,,,0,0,0,,,,bus
233,WPM2596,20,RAPID,38994,45736.5986,,,,,,0,0,0,,,,bus
234,WPM2602,20,RAPID,38994,45736.5986,,,,,,0,0,0,,,,bus
235,WPM2604,20,RAPID,38994,45736.5986,,,,,,0,0,0,,,,bus
236,WPM2630,20,RAPID,38994,45736.5986,,,,,,0,0,0,,,,bus
237,WPM392,20,RAPID,38989,45736.5986,,,,,,0,0,0,,,,bus
238,WPM403,20,RAPID,38989,45736.5986,,,,,,0,0,0,,,,bus
239,WPM418,20,RAPID,38989,45736.5986,,,,,,0,0,0,,,,bus
240,WPM419,20,RAPID,38989,45736.5986,,,,,,0,0,0,,,,bus
241,WPM420,20,RAPID,38989,45736.5986,,,,,,0,0,0,,,,bus
242,WPM421,20,RAPID,38989,45736.59859,,,,,,0,0,0,,,,bus
243,WPM426,20,RAPID,38989,45736.59859,,,,,,0,0,0,,,,bus
244,WPM427,20,RAPID,38989,45736.59859,,,,,,0,0,0,,,,bus
245,WPM428,20,RAPID,38989,45736.59859,,,,,,0,0,0,,,,bus
246,WPM429,20,RAPID,38989,45736.59859,,,,,,0,0,0,,,,bus
247,WPM430,20,RAPID,38989,45736.59859,,,,,,0,0,0,,,,bus
248,WPM431,20,RAPID,38989,45736.59859,,,,,,0,0,0,,,,bus
249,WPM432,20,RAPID,38989,45736.59859,,,,,,0,0,0,,,,bus
250,WPM433,20,RAPID,38989,45736.59859,,,,,,0,0,0,,,,bus
251,WPM434,20,RAPID,38989,45736.59859,,,,,,0,0,0,,,,bus
252,WPM437,20,RAPID,38989,45736.59859,,,,OPEN DATE,,0,0,0,,,,bus
254,WPP7092,8,RAPID,39036,45736.59859,,,,,,0,0,0,,,,bus
256,WPQ1603,8,,39042,45736.59859,,,,,,0,0,0,,,,bus
257,WPQ1614,8,,39042,45736.59859,,,,,,0,0,0,,,,bus
258,WPQ1619,8,,39042,45736.59859,,,,,,0,0,0,,,,bus
259,WPQ1622,8,,39042,45736.59859,,,,,,0,0,0,,,,bus
260,WPQ1635,8,,39042,45736.59859,,,,,,3,9,4,,,,bus
261,WPQ1637,8,,39042,45736.59859,,,,,,0,0,0,,,,bus
262,WPQ1641,8,,39042,45736.59859,,,,,,0,0,0,,,,bus
263,WPQ1652,8,,39042,45736.59859,,,,,,0,0,0,,,,bus
264,WPQ1656,8,,39042,45736.59859,,,,,,0,0,0,,,,bus
265,WPQ1780,8,,39043,45736.59859,,,,,,0,0,0,,,,bus
266,WPQ1781,8,,39043,45736.59859,,,,,,0,0,0,,,,bus
267,WPQ1795,8,,39043,45736.59859,,,,,,0,0,0,,,,bus
268,WPQ1801,8,,39043,45736.59859,,,,,,0,0,0,,,,bus
271,WPQ1815,8,,39043,45736.59859,,,,,,0,0,0,,,,bus
272,WPQ1820,8,,39043,45736.59859,,,,,,3,9,4,,,,bus
273,WPQ1824,8,,39043,45736.59858,,,,,,0,0,0,,,,bus
274,WPQ1830,8,,39043,45736.59858,,,,,,0,0,0,,,,bus
275,WPQ2216,8,,39043,45736.59858,,,,,,0,0,0,,,,bus
276,WPQ8463,8,,39052,45736.59858,,,,,,0,0,0,,,,bus
277,WPQ8474,8,,39052,45736.59858,,,,,,3,9,4,,,,bus
278,WPR4112,8,,39064,45736.59858,,,,,,0,0,0,,,,bus
279,WPR4123,8,,39064,45736.59858,,,,,,0,0,0,,,,bus
280,WPR4432,8,,39064,45736.59858,,,,,,0,0,0,,,,bus
282,WPR5650,8,,39066,45736.59858,,,,,,0,0,0,,,,bus
283,WPR5683,8,,39066,45736.59858,,,,,,0,0,0,,,,bus
284,WPR5794,8,,39066,45736.59858,,,,,,0,0,0,,,,bus
285,WPR5801,8,,39066,45736.59858,,,,,,0,0,0,,,,bus
286,WPR5871,8,,39066,45736.59858,,,,,,0,0,0,,,,bus
287,WPR6523,8,,39069,45736.59858,,,,,,0,0,0,,,,bus
288,WPR6532,8,,39069,45736.59858,,,,,,0,0,0,,,,bus
289,WPR6643,8,,39069,45736.59858,,,,,,0,0,0,,,,bus
290,WPR6679,8,,39069,45736.59858,,,,,,0,0,0,,,,bus
291,WPR7093,8,,39069,45736.59858,,,,,,0,0,0,,,,bus
292,WPR7106,8,,39069,45736.59858,,,,,,0,0,0,,,,bus
293,WPR7124,8,,39069,45736.59858,,,,,,3,9,4,,,,bus
294,WPS1791,8,,39073,45736.59858,,,,,,0,0,0,,,,bus
295,WPS1794,8,,39073,45736.59858,,,,,,0,0,0,,,,bus
296,WPS1826,8,,39073,45736.59858,,,,,,0,0,0,,,,bus
297,WPS1827,8,,39073,45736.59858,,,,,,0,0,0,,,,bus
298,WPS1976,8,,39077,45736.59856,,,,,,0,0,0,,,,bus
301,WPT3217,8,,39093,45736.59856,,,,,,0,0,0,,,,bus
302,WNV5243,7,RAPID,38786,45736.59856,,,,,,0,0,0,,,,bus
303,WNY6805,7,RAPID,38828,45736.59856,,,,,,0,0,0,,,,bus
304,WPA8274,7,RAPID,38846,45736.59856,,,,,,0,0,0,,,,bus
305,WPB1423,7,RAPID,38852,45736.59856,,,,OPEN DATE,,0,0,0,,,,bus
306,WPB1445,7,RAPID,38852,45736.59856,,,,,,0,0,0,,,,bus
307,WPB3187,7,RAPID,38853,45736.59855,,,,,,0,0,0,,,,bus
308,WPB7810,7,RAPID,38860,45736.59855,,,,,,0,0,0,,,,bus
309,WPB7990,7,RAPID,38862,45736.59855,,,,OPEN DATE,,0,0,0,,,,bus
310,WPC3820,7,RAPID,38868,45736.59855,,,,,,0,0,0,,,,bus
311,WPC3856,7,RAPID,38868,45736.59855,,,,,,0,0,0,,,,bus
312,WPC4641,7,RAPID,38869,45736.59855,,,,OPEN DATE,,0,0,0,,,,bus
313,WPC7445,7,RAPID,38875,45736.59855,,,,,,0,0,0,,,,bus
314,WPC7465,7,RAPID,38875,45736.59855,,,,,,0,0,0,,,,bus
315,WPC7749,7,RAPID,38875,45736.59855,,,,,,0,0,0,,,,bus
316,WPD2157,7,,38881,45736.59855,,,,,,0,0,0,,,,bus
317,WPQ3349,6,,39044,45736.59855,,,,,,0,0,0,,,,bus
318,WPQ3358,6,,39044,45736.59855,,,,,,0,0,0,,,,bus
319,WPQ3365,6,,39044,45736.59855,,,,,,0,0,0,,,,bus
320,WPQ3370,6,,39044,45736.59855,,,,,,0,0,0,,,,bus
321,WPQ3385,6,,39044,45736.59855,,,,,,0,0,0,,,,bus
323,WPQ3421,6,,39044,45736.59855,,,,,,0,0,0,,,,bus
324,WPQ3431,6,,39044,45736.59855,,,,,,0,0,0,,,,bus
325,WPQ4956,6,,39049,45736.59854,,,,,,0,0,0,,,,bus
326,WPQ4959,6,,39049,45736.59854,,,,,,0,0,0,,,,bus
327,WPQ4966,6,,39049,45736.59854,,,,,,0,0,0,,,,bus
329,WPQ4972,6,,39049,45736.59854,,,,,,0,0,0,,,,bus
330,WPQ8246,1,,39052,45736.59854,,,,,,0,0,0,,,,bus
331,WPQ8249,6,,39052,45736.59854,,,,,,0,0,0,,,,bus
332,WPQ8250,6,,39052,45736.59854,,,,,,0,0,0,,,,bus
333,WPQ8264,6,,39052,45736.59854,,,,,,0,0,0,,,,bus
334,WPQ8272,6,,39052,45736.59854,,,,,,0,0,0,,,,bus
335,WPQ9094,6,,39055,45736.59854,,,,,,0,0,0,,,,bus
336,WPQ9102,6,,39055,45736.59854,,,,,,0,0,0,,,,bus
337,WPQ9106,1,,39055,45736.59854,,,,,,0,0,0,,,,bus
338,WPQ9120,6,,39055,45736.59854,,,,,,0,0,0,,,,bus
339,WPQ9145,6,,39055,45736.59854,,,,,,0,0,0,,,,bus
340,WPQ9150,6,,39055,45736.59854,,,,,,0,0,0,,,,bus
341,WPR365,6,,39056,45736.59854,,,,,,0,0,0,,,,bus
343,WPR375,6,,39056,45736.59854,,,,,,0,0,0,,,,bus
344,WPR376,1,,39056,45736.59854,,,,,,0,0,0,,,,bus
345,WPR384,6,,39056,45736.59854,,,,,,0,0,0,,,,bus
346,WPR394,6,,39056,45736.59854,,,,,,0,0,0,,,,bus
347,WPR395,6,,39056,45736.59854,,,,,,0,0,0,,,,bus
348,WPR401,6,,39056,45736.59854,,,,,,0,0,0,,,,bus
350,WPR4752,6,,39065,45736.59854,,,,,,0,0,0,,,,bus
351,WPR4758,6,,39065,45736.59854,,,,,,0,0,0,,,,bus
352,WPR4760,6,,39065,45736.59854,,,,,,0,0,0,,,,bus
353,WPR4762,6,,39065,45736.59854,,,,,,0,0,0,,,,bus
354,WPR4764,1,,39065,45736.59854,,,,,,0,0,0,,,,bus
355,WPR4769,6,,39065,45736.59854,,,,,,0,0,0,,,,bus
356,WPR4773,6,,39065,45736.59853,,,,,,0,0,0,,,,bus
357,WPR4777,6,,39065,45736.59853,,,,,,0,0,0,,,,bus
358,WPR4781,6,,39065,45736.59853,,,,,,0,0,0,,,,bus
360,WPR9594,1,,39072,45736.59853,,,,,,0,0,0,,,,bus
362,WPS1475,6,,39073,45736.59853,,,,,,0,0,0,,,,bus
364,WPS1493,6,,39073,45736.59853,,,,,,0,0,0,,,,bus
365,WPS1495,6,,39073,45736.59853,,,,,,0,0,0,,,,bus
366,WPS1907,6,,39077,45736.59853,,,,,,0,0,0,,,,bus
368,WPS2043,1,,39077,45736.59853,,,,,,0,0,0,,,,bus
369,WPS2050,1,,39077,45736.59853,,,,,,0,0,0,,,,bus
370,WPS2053,1,,39077,45736.59853,,,,,,0,0,0,,,,bus
371,WPS250,6,,39072,45736.59853,,,,,,0,0,0,,,,bus
372,WPS254,6,,39072,45736.59853,,,,,,0,0,0,,,,bus
373,WPS2804,6,,39077,45736.59853,,,,,,0,0,0,,,,bus
374,WPS311,1,,39072,45736.59853,,,,,,0,0,0,,,,bus
375,WPS314,6,,39072,45736.59852,,,,,,0,0,0,,,,bus
376,WPS7026,6,,39080,45736.59852,,,,,,0,0,0,,,,bus
377,WPS7049,6,,39080,45736.59852,,,,,,0,0,0,,,,bus
378,WPS7056,6,,39080,45736.59852,,,,,,0,0,0,,,,bus
379,WPS7058,6,,39080,45736.59852,,,,,,0,0,0,,,,bus
380,WPS793,6,,39073,45736.59852,,,,,,0,0,0,,,,bus
382,WPS843,1,,39073,45736.59852,,,,,,0,0,0,,,,bus
383,WPS8486,1,,39085,45736.59852,,,,,,0,0,0,,,,bus
384,WPS8491,1,,39085,45736.59852,,,,,,0,0,0,,,,bus
385,WPS8495,6,,39085,45736.59852,,,,,,0,0,0,,,,bus
386,WPS869,1,,39073,45736.59852,,,,,,0,0,0,,,,bus
387,WPT279,6,,39087,45736.59852,,,,,,0,0,0,,,,bus
388,WPT290,6,,39087,45736.59852,,,,,,0,0,0,,,,bus
389,WPT297,1,,39087,45736.59852,,,,,,0,0,0,,,,bus
390,WPT331,6,,39087,45736.59852,,,,,,0,0,0,,,,bus
391,WPT344,6,,39087,45736.59852,,,,,,0,0,0,,,,bus
